subscriber_id,account_number,msisdn,id_number,plan,contract_type,network_type,service_status,acquisition_channel,payment_method,region,device_type,node_id,tenure_months,activation_date,created_date,closed_date,last_recharge_days_ago,sla_hours,monthly_charges,data_volume_mb,data_overage_mb,call_minutes,sms_count,intl_call_minutes,roaming_flag,avg_recharge_amount,latency_ms,signal_strength_dbm,complaint_count,support_calls,nps_score,csat_score,app_logins_monthly,refund_amount,payment_failures,days_overdue,bill_shock_flag,paperless_billing,plan_upgrades,reactivation_count,churn
SUB00148,ACC559552,27603956413,8589967329081,IoT SIM,Month-to-Month,4G LTE,Active,Referral,EFT,KwaZulu-Natal,Feature Phone,BTS_CPT_007,9,2024-09-06,2024-04-20T21:00:00,2024-04-24T17:54:00,35,8,1252.44,1001.1,954.8,26.0,34,0.0,0,0.0,386.5,-96.1,4,3,1,1.1,12,472.42,1,20,1,1,1,0,0
SUB00149,ACC248230,27606063145,9759877465195,Prepaid Basic,Month-to-Month,5G,Active,Retail Store,Mobile Money,Gauteng,Smartphone,BTS_DBN_003,23,2025-08-20,2024-11-04T00:00:00,2024-11-04T03:24:00,41,4,659.25,152.2,824.2,37.5,31,0.0,0,142.32,26.6,-72.9,1,0,1,1.7,8,82.03,0,0,0,0,1,0,0
SUB00150,ACC317432,27606017004,8149494424082,Postpaid 499,Month-to-Month,2G,Active,Online Portal,Voucher,Northern Cape,Feature Phone,BTS_PTA_012,5,2024-09-08,2024-05-25T17:00:00,2024-05-26T17:24:00,65,24,1050.06,1131.3,3.9,50.5,27,0.0,0,100.95,35.9,-89.9,5,2,2,4.9,13,310.17,0,0,1,1,0,0,1
SUB00151,ACC739800,27603878376,9490873765190,Postpaid 499,One Year,4G LTE,Active,Online Portal,Debit Order,Northern Cape,Tablet,BTS_PTA_012,46,2024-08-25,2024-11-13T10:00:00,2024-11-14T09:06:00,42,4,102.04,1579.1,731.1,573.3,34,0.0,0,57.35,358.1,-50.5,1,0,2,2.7,7,445.11,0,0,0,0,1,0,0
SUB00152,ACC155747,27605478411,8503571453093,IoT SIM,Two Year,3G,Active,Referral,EFT,North West,Smartphone,BTS_JHB_001,80,2024-07-17,2024-10-07T01:00:00,2024-10-10T02:24:00,30,8,180.82,1628.0,898.9,9.8,28,0.0,0,0.0,55.7,-80.7,0,0,5,2.3,18,0.0,1,28,0,1,0,0,0
SUB00153,ACC483684,27601341591,9188749989091,Postpaid 499,One Year,2G,Active,Agent,Debit Order,Eastern Cape,Wearable,BTS_PTA_012,2,2025-10-26,2024-02-28T09:00:00,2024-03-02T10:00:00,64,24,458.21,1897.0,952.2,174.1,36,54.02,1,0.0,349.2,-71.1,2,1,8,2.9,20,391.62,0,0,0,0,1,1,1
SUB00154,ACC991485,27605959043,8377316923095,Prepaid Smart,One Year,3G,Suspended,Online Portal,Debit Order,Limpopo,Smartphone,BTS_DBN_003,24,2025-10-17,2024-10-20T04:00:00,2024-10-21T13:42:00,35,8,347.55,1969.6,240.4,939.6,26,96.49,1,110.47,95.8,-84.7,1,1,0,3.8,16,345.99,0,0,0,0,0,0,0
SUB00155,ACC723181,27604991488,8927633545190,IoT SIM,One Year,5G,Active,Online Portal,EFT,North West,Feature Phone,BTS_JHB_001,81,2025-03-04,2024-07-24T01:00:00,2024-07-24T20:06:00,15,8,333.66,1888.7,110.6,47.7,30,0.0,0,60.54,408.8,-61.1,3,1,2,1.4,12,256.4,0,0,0,1,1,0,0
SUB00156,ACC423058,27601701203,8903872312092,Postpaid 499,One Year,3G,Active,Retail Store,EFT,Mpumalanga,Feature Phone,BTS_EL_005,12,2025-12-11,2024-04-01T16:00:00,2024-04-02T05:30:00,49,4,518.92,6290.6,563.6,159.9,18,94.2,1,86.21,44.9,-74.0,1,0,8,4.8,9,498.51,0,0,0,0,0,0,1
SUB00157,ACC770299,27604925446,9688842459184,IoT SIM,Month-to-Month,4G LTE,Active,Direct Sales,EFT,Northern Cape,Feature Phone,BTS_PTA_012,68,2024-12-01,2024-10-27T03:00:00,2024-10-27T23:12:00,59,4,657.26,1773.4,298.0,53.5,27,0.0,0,25.94,110.9,-92.3,1,2,1,3.8,9,447.5,0,0,0,0,0,0,0
SUB00158,ACC334367,27606150127,8744109941098,Prepaid Basic,One Year,4G LTE,Active,Agent,Credit Card,Northern Cape,Feature Phone,BTS_DBN_003,54,2025-10-31,2024-09-16T23:00:00,2024-09-18T18:54:00,0,8,367.41,262.6,1407.0,401.3,21,0.0,0,120.97,270.7,-87.3,3,1,6,4.6,14,,0,0,1,1,1,0,0
SUB00159,ACC611655,27608656837,8278748278095,Prepaid Basic,One Year,2G,Porting Out,Referral,Debit Order,Mpumalanga,Wearable,BTS_JHB_001,31,2024-01-05,2024-08-01T16:00:00,2024-08-05T12:30:00,77,4,1285.39,2633.3,211.7,438.8,30,0.0,0,0.0,183.5,-79.9,1,4,0,3.1,7,177.35,0,0,1,0,0,0,1
SUB00160,ACC694507,27606865957,8269828838185,IoT SIM,One Year,2G,Active,Direct Sales,Credit Card,North West,Tablet,BTS_PTA_012,34,2025-08-11,2024-11-26T11:00:00,2024-11-29T23:54:00,79,8,1011.99,496.2,248.2,116.1,28,0.0,0,129.82,81.1,-55.4,1,2,3,2.1,13,406.86,1,8,1,0,0,0,0
SUB00161,ACC103587,27603070844,8674153009192,Business Pro,Month-to-Month,3G,None,Online Portal,Voucher,North West,Smartphone,BTS_JHB_001,75,2024-11-20,2024-09-11T09:00:00,2024-09-15T05:36:00,42,48,-,1776.9,94.8,235.7,31,0.0,0,0.0,230.4,-78.6,3,0,9,,17,469.57,0,0,0,1,2,0,0
SUB00162,ACC467268,27606491199,9517134848086,Business Pro,Month-to-Month,3G,Active,Agent,Credit Card,Gauteng,Feature Phone,BTS_DBN_003,15,2024-06-11,2024-12-13T05:00:00,2024-12-13T12:12:00,10,4,355.49,258.6,0.0,762.3,37,0.0,0,78.86,83.9,-74.3,4,1,5,3.0,11,224.61,0,0,0,0,1,0,1
SUB00163,ACC247951,27605781249,9855387691192,IoT SIM,Month-to-Month,2G,Active,Referral,Mobile Money,North West,Router,BTS_PTA_012,32,2024-09-10,2024-10-31T09:00:00,2024-10-31T19:24:00,77,48,1242.71,1980.6,186.0,211.6,28,0.0,0,0.0,326.6,-52.6,1,2,0,4.4,9,293.94,0,0,1,1,0,0,1
SUB00164,ACC602528,27609852255,8408013044083,Business Pro,Month-to-Month,3G,Active,Referral,Voucher,Western Cape,Router,BTS_DBN_003,6,2024-05-15,2024-09-04T00:00:00,2024-09-05T07:36:00,77,4,101.08,3922.6,112.5,342.6,29,0.0,0,23.86,15.8,-61.8,2,1,4,3.0,8,362.03,0,0,0,1,1,0,0
SUB00165,ACC795219,27604472297,9696651406090,Business Pro,One Year,5G,Active,Agent,Mobile Money,Eastern Cape,Wearable,BTS_DBN_003,30,2025-02-09,2024-06-07T07:00:00,2024-06-08T13:12:00,21,48,1256.38,978.6,186.9,755.3,18,107.18,1,114.75,164.0,-106.3,4,1,9,3.9,8,323.31,0,0,1,1,0,0,1
SUB00166,ACC261152,27602321326,8481128307182,Postpaid 499,Month-to-Month,4G LTE,Active,Agent,EFT,Western Cape,Feature Phone,BTS_EL_005,75,2025-07-06,2024-01-10T14:00:00,2024-01-12T23:54:00,39,24,555.08,6021.9,29.9,25.4,33,0.0,0,0.0,31.2,-87.2,2,1,5,,9,410.62,2,42,0,0,0,0,0
SUB00167,ACC535219,27602529500,8839581351096,Prepaid Basic,One Year,3G,Active,Direct Sales,Debit Order,Northern Cape,Router,BTS_DBN_003,17,2024-03-11,2024-06-17T12:00:00,2024-06-21T09:24:00,38,4,905.42,1743.4,525.6,55.8,28,0.0,0,34.28,328.4,-109.1,2,1,7,4.9,9,463.92,0,0,1,1,0,0,1
SUB00168,ACC463779,27605639244,9210239945094,Prepaid Smart,Two Year,3G,Active,Online Portal,Debit Order,KwaZulu-Natal,Tablet,BTS_DBN_003,49,2024-06-20,2024-11-13T09:00:00,2024-11-15T17:48:00,35,24,596.58,58.3,40.2,127.7,32,14.74,1,110.94,146.7,-93.2,2,0,3,4.7,14,438.56,0,0,0,1,2,0,0
SUB00169,ACC878308,27609355669,9391667046194,Postpaid 499,Two Year,3G,Active,Agent,Debit Order,Free State,Router,BTS_EL_005,24,2024-05-09,2024-12-22T09:00:00,2024-12-22T23:36:00,20,4,1244.81,57.8,121.0,839.7,18,0.0,0,111.72,384.3,-98.7,0,3,5,1.1,10,0.0,1,48,1,1,1,0,1
SUB00170,ACC300397,27605774492,8442426638181,Prepaid Smart,Two Year,4G LTE,Active,Agent,Credit Card,Free State,Wearable,BTS_JHB_001,56,2025-01-05,2024-10-23T02:00:00,2024-10-26T17:30:00,23,48,1143.15,1205.5,26.4,162.0,35,0.0,0,45.13,290.0,-84.3,2,2,6,1.8,13,141.57,0,0,1,1,0,0,0
SUB00171,ACC190490,27601146648,8301647522087,Postpaid 499,Two Year,4G LTE,Active,Online Portal,Credit Card,Free State,Router,BTS_DBN_003,1,2025-07-30,2024-12-24T00:00:00,2024-12-26T10:42:00,8,48,1062.14,367.3,119.3,64.3,27,0.0,0,53.15,86.5,-73.1,2,2,3,3.3,22,8.64,1,46,1,1,0,1,1
SUB00172,ACC401906,27605913514,9347665694087,Postpaid 199,Month-to-Month,NB-IoT,Active,Referral,Credit Card,Limpopo,Tablet,BTS_DBN_003,72,2024-01-24,2024-03-13T16:00:00,2024-03-14T07:36:00,24,24,1170.58,,233.1,162.9,30,0.0,0,0.0,260.8,-64.7,0,0,8,1.2,12,0.0,0,0,1,0,0,0,0
SUB00173,ACC141813,27605819893,8156468673194,Postpaid 499,Two Year,2G,Suspended,Referral,Debit Order,Free State,Tablet,BTS_CPT_007,24,2024-08-19,2024-06-25T06:00:00,2024-06-27T22:54:00,24,24,324.98,7177.3,741.7,226.9,26,0.0,0,72.49,289.7,-79.5,1,2,2,2.5,19,489.99,0,0,0,1,0,0,0
SUB00174,ACC173801,27601504559,8854987147080,Prepaid Basic,One Year,5G,Porting Out,Online Portal,EFT,Western Cape,Wearable,BTS_EL_005,48,2025-09-09,2024-10-03T02:00:00,2024-10-06T21:00:00,8,48,787.54,1021.2,157.1,,25,0.0,0,0.0,449.2,-73.3,3,1,5,3.5,17,91.96,1,49,0,1,2,0,0
SUB00175,ACC816437,27604444364,9192324605084,IoT SIM,Two Year,5G,Active,Agent,Debit Order,KwaZulu-Natal,Router,BTS_DBN_003,49,2024-07-24,2024-01-11T19:00:00,2024-01-12T15:06:00,70,48,632.55,1642.7,520.6,426.4,31,0.0,0,81.01,411.0,-77.2,0,2,10,3.7,14,0.0,0,0,0,0,0,0,0
SUB00176,ACC570737,27609231182,9100038721089,,Two Year,4G LTE,Active,Retail Store,Voucher,Gauteng,Tablet,BTS_CPT_007,26,2025-11-08,2024-08-25T18:00:00,2024-08-26T02:42:00,14,48,995.14,425.1,61.3,91.8,31,0.0,0,78.57,202.8,-103.5,3,3,10,4.0,15,82.38,0,0,1,1,0,0,0
SUB00177,ACC223464,27602499107,8625189554188,Postpaid 499,One Year,3G,Suspended,Retail Store,Voucher,North West,Router,BTS_NM_009,79,2024-07-17,2024-12-21T12:00:00,2024-12-21T17:00:00,12,4,405.67,703.7,446.0,78.0,28,0.0,0,0.0,390.9,-76.2,2,0,7,1.9,17,228.4,1,20,0,1,0,0,0
SUB00178,ACC949876,27603915988,9764617178189,Postpaid 499,One Year,5G,None,Direct Sales,Debit Order,Free State,Tablet,BTS_DBN_003,25,2025-02-22,2024-11-15T20:00:00,2024-11-18T16:06:00,16,24,766.83,2111.5,196.6,368.5,33,0.0,0,0.0,312.5,-91.1,4,1,1,4.7,14,427.15,0,0,0,0,2,0,0
SUB00179,ACC424237,27605166918,8981016078090,Business Pro,Month-to-Month,NB-IoT,Active,Direct Sales,Mobile Money,Free State,Smartphone,BTS_EL_005,19,2024-09-20,2024-10-20T04:00:00,2024-10-21T16:42:00,43,24,543.98,221.1,284.3,20.2,30,0.0,0,145.17,315.7,-101.7,1,3,0,2.7,13,204.14,0,0,0,1,0,0,1
SUB00180,ACC435378,27605848552,9371816372194,Postpaid 199,Month-to-Month,3G,Active,Referral,Debit Order,Northern Cape,Feature Phone,BTS_CPT_007,65,2025-05-24,2024-08-16T14:00:00,2024-08-16T19:54:00,37,8,483.1,4439.7,123.3,46.2,26,0.0,0,101.41,80.8,-108.0,1,0,8,4.0,7,74.36,1,15,0,0,0,0,0
SUB00181,ACC411381,27605050715,8837889526084,Postpaid 999,One Year,4G LTE,Active,Online Portal,Voucher,Eastern Cape,Router,BTS_DBN_003,59,2024-04-13,2024-01-22T03:00:00,2024-01-25T10:24:00,71,48,115.66,4280.9,417.7,381.5,30,0.0,0,28.66,32.9,-87.8,1,2,6,1.4,14,341.85,0,0,0,0,1,0,0
SUB00182,ACC568832,27604892498,8412699859091,Postpaid 999,Month-to-Month,5G,Active,Retail Store,Debit Order,North West,Router,BTS_NM_009,10,2025-11-30,2024-04-06T03:00:00,2024-04-07T00:00:00,46,48,537.64,2115.6,118.5,398.4,31,0.0,0,0.0,373.7,-52.1,1,0,2,2.2,15,170.32,0,0,0,0,0,0,1
SUB00183,ACC636926,27602737249,9560405997187,Postpaid 199,Month-to-Month,3G,Active,,Credit Card,KwaZulu-Natal,Feature Phone,BTS_CPT_007,66,2024-12-27,2024-07-09T20:00:00,2024-07-11T10:06:00,85,24,610.72,2717.6,305.6,43.3,22,0.0,0,130.27,,-60.3,1,0,1,3.5,12,391.04,1,16,0,1,1,0,0
SUB00184,ACC355738,27602837980,8819134447191,Postpaid 999,Two Year,5G,Terminated,Referral,Mobile Money,Gauteng,Feature Phone,BTS_CPT_007,13,2025-06-09,2024-04-04T12:00:00,2024-04-08T05:12:00,86,24,888.04,1034.0,298.6,159.4,29,0.0,0,0.0,289.0,-96.4,0,3,0,3.3,14,0.0,0,0,1,0,0,0,0
SUB00185,ACC274552,27609129989,9071147935086,Business Pro,Two Year,4G LTE,Active,Agent,Voucher,Gauteng,Tablet,BTS_DBN_003,38,2025-09-28,2024-12-29T17:00:00,2024-12-29T20:24:00,39,8,1283.29,3656.4,217.3,760.4,29,0.0,0,143.66,40.9,-105.4,0,0,7,4.1,6,0.0,0,0,1,0,1,0,0
SUB00186,ACC153242,27603321429,9684441517095,Prepaid Smart,Month-to-Month,5G,Porting Out,Retail Store,Credit Card,Limpopo,IoT Device,BTS_NM_009,19,2025-03-20,2024-12-11T15:00:00,2024-12-14T16:42:00,21,8,436.2,892.4,234.6,,26,0.0,0,103.18,90.5,-66.6,0,1,2,2.3,6,0.0,0,0,0,1,1,0,0
SUB00187,ACC214537,27601847303,9532005913096,Prepaid Basic,One Year,3G,Active,Agent,Credit Card,KwaZulu-Natal,,BTS_JHB_001,67,2025-02-07,2024-04-21T07:00:00,2024-04-23T01:36:00,71,8,1107.97,3212.8,289.6,,31,78.13,1,132.09,262.2,-96.4,2,1,6,1.7,9,477.3,0,0,1,1,0,0,0
SUB00188,ACC148729,27602426484,9432954591085,IoT SIM,Month-to-Month,NB-IoT,Active,Online Portal,Mobile Money,North West,Tablet,BTS_NM_009,31,2024-05-04,2024-12-16T08:00:00,2024-12-19T10:12:00,42,8,937.12,3478.2,4.3,75.0,39,0.0,0,145.49,99.3,-70.2,0,1,6,1.3,14,0.0,0,0,1,0,0,0,0
SUB00189,ACC778406,27607412845,8429633264090,Postpaid 199,Month-to-Month,4G LTE,Active,Retail Store,Credit Card,Limpopo,IoT Device,BTS_CPT_007,17,2024-12-28,2024-12-24T09:00:00,2024-12-25T06:18:00,79,48,831.14,7250.2,89.2,700.8,27,0.0,0,0.0,336.9,-70.4,2,0,0,2.7,14,312.65,0,0,1,0,0,2,0
SUB00190,ACC603798,27607181477,9248764459193,IoT SIM,Month-to-Month,NB-IoT,Active,Online Portal,Voucher,Gauteng,Tablet,BTS_CPT_007,55,2025-10-18,2024-04-04T07:00:00,2024-04-07T05:18:00,41,24,191.01,247.6,700.6,101.8,31,0.0,0,117.3,424.4,-66.3,0,3,2,1.4,11,0.0,0,0,0,0,0,0,0
SUB00191,ACC856366,27606615710,9902738557084,Postpaid 199,One Year,5G,Active,Online Portal,EFT,KwaZulu-Natal,Tablet,BTS_NM_009,35,2025-10-15,2024-04-03T17:00:00,2024-04-07T02:48:00,0,24,310.82,63.1,244.5,37.0,29,0.0,0,0.0,217.1,-62.1,1,3,1,2.8,8,153.99,0,0,0,1,0,0,0
SUB00192,ACC813114,27604174992,8654478537184,Prepaid Smart,Two Year,2G,Active,Retail Store,Voucher,Northern Cape,Feature Phone,BTS_EL_005,19,2025-07-25,2024-10-30T16:00:00,2024-11-02T20:06:00,42,24,467.25,4712.4,252.9,128.6,31,0.0,0,0.0,446.6,-89.5,1,1,8,2.8,16,457.72,0,0,0,0,0,0,0
SUB00193,ACC535906,27605347228,8017415040084,Postpaid 199,Month-to-Month,2G,Active,Retail Store,EFT,Eastern Cape,IoT Device,BTS_EL_005,6,2024-12-06,2024-08-30T10:00:00,2024-09-02T04:18:00,59,4,598.74,896.4,122.0,299.6,39,0.0,0,0.0,415.5,-56.6,1,4,6,3.5,14,322.44,0,0,0,0,1,0,0
SUB00194,ACC422831,27608661463,8311498247185,Business Pro,One Year,5G,Suspended,Direct Sales,Debit Order,Western Cape,IoT Device,BTS_EL_005,2,2025-10-16,2024-11-03T18:00:00,2024-11-04T12:06:00,14,24,277.62,2086.2,223.5,431.9,34,0.0,0,108.52,,-57.2,2,2,10,4.5,18,55.81,0,0,0,0,0,0,0
SUB00195,ACC321364,27606381025,9431687977182,Prepaid Basic,Month-to-Month,NB-IoT,Active,Retail Store,EFT,Free State,Smartphone,BTS_JHB_001,47,2025-01-12,2024-10-17T19:00:00,2024-10-21T03:54:00,76,8,1105.04,854.3,108.9,674.6,28,0.0,0,30.83,249.9,-58.1,1,1,3,3.3,18,498.52,0,0,1,0,2,0,0
SUB00196,ACC755524,27607226645,8266736169088,IoT SIM,Month-to-Month,NB-IoT,Active,Referral,Debit Order,KwaZulu-Natal,Feature Phone,BTS_DBN_003,29,2024-09-15,2024-12-10T03:00:00,2024-12-13T01:36:00,10,48,510.07,418.8,1031.3,162.7,35,0.0,0,0.0,,-74.0,1,1,1,1.2,7,459.29,0,0,1,1,1,0,0
SUB00197,ACC339238,27604368395,8997068241198,Postpaid 999,Two Year,3G,Active,Retail Store,Credit Card,Eastern Cape,Router,BTS_EL_005,71,2024-12-28,2024-05-28T06:00:00,2024-05-29T04:30:00,24,4,411.61,539.7,329.6,161.1,21,0.0,0,0.0,443.6,-77.7,2,1,3,3.7,14,145.44,0,0,0,0,1,1,0
SUB00198,ACC926568,27605373693,8481653160193,Prepaid Basic,Month-to-Month,4G LTE,Active,Referral,Mobile Money,Eastern Cape,Feature Phone,BTS_CPT_007,6,2025-09-08,2024-09-09T12:00:00,2024-09-12T01:00:00,77,48,653.56,131.5,254.2,316.9,33,0.0,0,0.0,108.9,-54.3,0,0,1,4.2,14,0.0,0,0,0,1,1,0,0
SUB00199,ACC689138,27603418061,9357999535187,Prepaid Smart,One Year,4G LTE,Active,Referral,EFT,KwaZulu-Natal,IoT Device,BTS_DBN_003,69,2024-06-08,2024-07-30T14:00:00,2024-08-03T05:12:00,66,48,1122.57,1511.3,504.0,349.2,24,0.0,0,0.0,145.0,-79.0,0,6,5,2.1,9,0.0,0,0,1,1,0,0,0
SUB00200,ACC320504,27603935204,9248671088193,IoT SIM,Month-to-Month,5G,Active,Direct Sales,EFT,Eastern Cape,Router,BTS_PTA_012,34,2025-12-06,2024-11-22T02:00:00,2024-11-24T01:24:00,36,4,312.31,5862.0,245.3,8.0,23,0.0,0,0.0,109.7,-80.5,0,0,2,4.2,13,0.0,0,0,0,1,0,1,0
SUB00201,ACC882871,27605045567,8042108913096,Prepaid Basic,One Year,2G,Terminated,Retail Store,EFT,Limpopo,Smartphone,BTS_PTA_012,69,2024-01-26,2024-12-17T15:00:00,2024-12-18T20:54:00,56,24,1117.58,217.2,40.5,210.9,30,0.0,0,120.73,97.3,-70.2,0,1,4,1.1,15,0.0,0,0,1,0,0,1,1
SUB00202,ACC368042,27601310055,9568287633092,Postpaid 499,Two Year,NB-IoT,Active,Direct Sales,Credit Card,Western Cape,Tablet,BTS_PTA_012,43,2024-05-24,2024-03-03T13:00:00,2024-03-07T05:36:00,7,4,106.41,489.6,216.9,391.5,32,116.72,1,20.55,195.3,-101.1,3,0,3,4.0,9,48.39,0,0,0,1,1,0,0
SUB00203,ACC536389,27605559939,8865895781184,Business Pro,Month-to-Month,NB-IoT,Active,,EFT,Mpumalanga,Router,BTS_CPT_007,78,2025-10-06,2024-05-12T15:00:00,2024-05-15T10:36:00,7,48,945.0,,196.2,31.5,34,0.0,0,52.72,223.7,-83.7,3,1,0,2.8,12,8.43,0,0,1,1,0,0,0
SUB00204,ACC364788,27601543293,9791047596192,IoT SIM,One Year,NB-IoT,Active,Retail Store,Credit Card,Eastern Cape,Wearable,BTS_CPT_007,30,2024-07-15,2024-12-09T22:00:00,2024-12-11T15:42:00,26,48,1278.14,1201.8,1007.2,19.1,37,0.0,0,0.0,251.8,-70.9,1,0,5,2.2,14,252.4,0,0,1,1,0,0,0
SUB00205,ACC876000,27605375064,8974835020193,Postpaid 999,Month-to-Month,4G LTE,Active,Direct Sales,Mobile Money,KwaZulu-Natal,Tablet,BTS_EL_005,77,2024-06-03,2024-06-18T01:00:00,2024-06-20T21:48:00,85,48,287.52,656.6,69.4,465.8,29,0.0,0,29.61,345.1,-91.5,1,0,10,2.1,12,184.67,0,0,0,1,1,0,0
SUB00206,ACC859901,27608477322,9238006815198,Postpaid 199,One Year,NB-IoT,Active,Referral,Voucher,Limpopo,Tablet,BTS_JHB_001,73,2025-12-10,2024-07-09T13:00:00,2024-07-09T17:12:00,41,48,862.49,535.4,103.0,293.4,20,67.44,1,63.05,174.3,-79.5,1,2,9,2.2,12,45.12,0,0,1,0,0,0,0
SUB00207,ACC766742,27607277410,8370046972186,Business Pro,One Year,5G,Active,Direct Sales,Mobile Money,Limpopo,IoT Device,BTS_EL_005,15,2025-09-22,2024-12-09T04:00:00,2024-12-11T23:18:00,23,48,317.65,1088.7,279.8,354.3,26,0.0,0,0.0,263.6,-62.5,2,0,10,2.7,13,221.99,0,0,0,1,0,1,0
SUB00208,ACC427308,27607940903,8060427065191,,One Year,NB-IoT,Terminated,Direct Sales,Credit Card,Limpopo,Wearable,BTS_PTA_012,20,2024-11-19,2024-06-05T20:00:00,2024-06-08T18:00:00,21,48,1092.88,376.4,1655.0,,32,0.0,0,92.66,211.6,-99.6,0,2,0,1.3,11,0.0,0,0,1,1,2,1,0
SUB00209,ACC162578,27606624017,8902477632091,Prepaid Smart,Month-to-Month,3G,Active,Online Portal,Mobile Money,Limpopo,Feature Phone,BTS_NM_009,14,2025-12-27,2024-10-19T00:00:00,2024-10-19T03:48:00,13,8,714.86,2418.9,146.0,153.7,31,0.0,0,0.0,348.3,-108.8,1,0,6,4.1,13,55.8,0,0,0,0,1,0,0
SUB00210,ACC972485,27609656243,9078071931189,Prepaid Smart,Two Year,4G LTE,Active,Referral,Mobile Money,Free State,Wearable,BTS_JHB_001,48,2024-09-01,2024-10-29T04:00:00,2024-10-29T16:24:00,51,4,1084.25,1452.1,394.6,188.9,22,0.0,0,35.64,118.3,-59.7,1,1,7,3.6,15,420.93,1,19,1,0,0,0,0
SUB00211,ACC440758,27608216351,8100562935194,Business Pro,Two Year,2G,Active,Retail Store,Voucher,North West,Tablet,BTS_JHB_001,22,2024-11-30,2024-11-29T00:00:00,2024-12-02T09:24:00,36,48,302.66,1308.8,170.2,82.6,35,82.08,1,99.37,120.4,-94.2,1,1,7,4.2,15,0.97,0,0,0,1,0,0,0
SUB00212,ACC906766,27605469545,8317491405185,Postpaid 999,Two Year,2G,Active,Direct Sales,Mobile Money,Northern Cape,Smartphone,BTS_DBN_003,43,2024-10-23,2024-12-13T12:00:00,2024-12-13T21:18:00,50,4,590.63,1750.2,115.6,171.8,24,0.0,0,0.0,199.5,-84.3,0,0,1,1.2,8,0.0,0,0,0,1,2,0,0
SUB00213,ACC994897,27606526940,8429774051081,Prepaid Smart,One Year,2G,Active,Agent,Voucher,North West,Tablet,BTS_PTA_012,12,2025-04-08,2024-09-17T02:00:00,2024-09-17T04:48:00,57,8,564.94,2478.7,435.0,,34,0.0,0,0.0,123.5,-88.0,3,2,0,4.0,9,47.36,1,19,0,1,2,0,0
SUB00214,ACC723341,27608191159,8523684589180,Prepaid Smart,Month-to-Month,5G,Suspended,Referral,EFT,KwaZulu-Natal,Router,BTS_EL_005,22,2024-10-16,2024-07-30T01:00:00,2024-08-01T15:06:00,3,24,628.71,335.5,4.3,7.8,35,0.0,0,0.0,213.7,-65.6,0,0,1,1.2,10,0.0,0,0,0,1,0,0,0
SUB00215,ACC527479,27603813233,9726517092187,IoT SIM,Month-to-Month,2G,Suspended,Direct Sales,N/A,Eastern Cape,Feature Phone,BTS_PTA_012,7,2025-02-18,2024-07-15T20:00:00,2024-07-19T19:48:00,86,24,342.35,128.7,434.0,170.6,33,0.0,0,28.31,413.2,-95.0,0,0,7,3.3,5,0.0,0,0,0,0,1,0,0
SUB00216,ACC517152,27605622414,8958386248083,Prepaid Basic,Month-to-Month,NB-IoT,Terminated,Online Portal,EFT,KwaZulu-Natal,IoT Device,BTS_PTA_012,41,2025-10-31,2024-02-26T20:00:00,2024-02-28T18:30:00,74,4,1288.02,590.1,92.7,508.8,29,0.0,0,82.95,404.7,-82.0,3,1,9,4.8,10,265.78,1,37,1,0,0,0,0
SUB00217,ACC148220,27604125850,9873611513187,Postpaid 199,Two Year,3G,Active,Agent,Mobile Money,Limpopo,Feature Phone,BTS_PTA_012,41,2024-08-29,2024-07-11T05:00:00,2024-07-14T08:18:00,40,8,1279.39,1063.4,151.0,359.3,23,47.75,1,140.18,374.9,-81.1,4,1,5,3.1,13,124.15,1,10,1,0,0,0,0
SUB00218,ACC596097,27607765200,9660203913098,Prepaid Smart,Month-to-Month,3G,Active,,Voucher,Limpopo,Wearable,BTS_EL_005,69,2024-12-17,2024-06-20T06:00:00,2024-06-21T08:36:00,15,48,1144.21,104.9,583.9,340.0,28,0.0,0,108.74,361.6,-74.9,2,0,1,3.1,12,191.82,0,0,1,1,0,1,0
SUB00219,ACC453563,27603907507,9396931030088,Business Pro,Two Year,4G LTE,Active,Online Portal,Mobile Money,Free State,,BTS_EL_005,39,2024-11-08,2024-11-28T04:00:00,2024-11-28T21:00:00,15,48,1245.91,1284.1,599.0,102.0,29,58.95,1,0.0,390.6,-54.4,1,1,2,2.8,12,184.94,1,45,1,1,0,0,1
SUB00220,ACC215914,27607236864,9640128166182,IoT SIM,Month-to-Month,4G LTE,Active,Agent,Credit Card,Western Cape,Feature Phone,BTS_DBN_003,2,2024-09-08,2024-11-11T07:00:00,2024-11-14T14:24:00,7,24,820.23,1882.7,22.9,122.2,28,0.0,0,145.94,397.8,-75.4,1,2,5,1.3,19,259.88,0,0,1,1,0,1,0
SUB00221,ACC100637,27608525002,9643086416187,Postpaid 999,Two Year,4G LTE,Active,Retail Store,Debit Order,Gauteng,Router,BTS_EL_005,17,2025-01-23,2024-08-07T20:00:00,2024-08-10T04:48:00,28,4,1040.31,3464.1,92.7,649.5,28,0.0,0,63.71,446.8,-77.4,1,1,2,1.4,16,260.88,0,0,1,0,0,0,1
SUB00222,ACC448466,27609230402,8937603414189,Postpaid 999,Two Year,3G,Active,Online Portal,Credit Card,Northern Cape,IoT Device,BTS_PTA_012,71,2024-05-16,2024-04-14T01:00:00,2024-04-17T23:24:00,71,8,483.16,2834.7,422.5,,30,0.0,0,0.0,70.4,-70.5,1,1,1,3.4,11,274.96,0,0,0,1,0,0,0
